h4,p,table,candidate,party,ttl,pcnt,ttl_reg_voters,county
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8012      
  Results for Tioga county 22 of 22 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    676                 
                    37.56                 

                    Letitia A. James                 
                    DEM                 
                    294                 
                    16.33                 

                    Leecia R. Eve                 
                    DEM                 
                    84                 
                    4.67                 

                    Zephyr Teachout                 
                    DEM                 
                    639                 
                    35.50                 

                    Blank                 

                    80                 
                    4.44                 

                    Void                 

                    26                 
                    1.44                 

                    Write-in                 

                    1                 
                    0.06",Void,,26,1.44,8012,Tioga
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8012      
  Results for Tioga county 22 of 22 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    676                 
                    37.56                 

                    Letitia A. James                 
                    DEM                 
                    294                 
                    16.33                 

                    Leecia R. Eve                 
                    DEM                 
                    84                 
                    4.67                 

                    Zephyr Teachout                 
                    DEM                 
                    639                 
                    35.50                 

                    Blank                 

                    80                 
                    4.44                 

                    Void                 

                    26                 
                    1.44                 

                    Write-in                 

                    1                 
                    0.06",Write-in,,1,0.06,8012,Tioga
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 27218     
   Results for Tompkins county 39 of 39 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1641                 
                    15.43                 

                    Letitia A. James                 
                    DEM                 
                    1416                 
                    13.32                 

                    Leecia R. Eve                 
                    DEM                 
                    282                 
                    2.65                 

                    Zephyr Teachout                 
                    DEM                 
                    6913                 
                    65.01                 

                    Blank                 

                    349                 
                    3.28                 

                    Void                 

                    20                 
                    0.19                 

                    Write-in                 

                    13                 
                    0.12",Sean Patrick Maloney,DEM,1641,15.43,27218,Tompkins
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 27218     
   Results for Tompkins county 39 of 39 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1641                 
                    15.43                 

                    Letitia A. James                 
                    DEM                 
                    1416                 
                    13.32                 

                    Leecia R. Eve                 
                    DEM                 
                    282                 
                    2.65                 

                    Zephyr Teachout                 
                    DEM                 
                    6913                 
                    65.01                 

                    Blank                 

                    349                 
                    3.28                 

                    Void                 

                    20                 
                    0.19                 

                    Write-in                 

                    13                 
                    0.12",Letitia A. James,DEM,1416,13.32,27218,Tompkins
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 27218     
   Results for Tompkins county 39 of 39 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1641                 
                    15.43                 

                    Letitia A. James                 
                    DEM                 
                    1416                 
                    13.32                 

                    Leecia R. Eve                 
                    DEM                 
                    282                 
                    2.65                 

                    Zephyr Teachout                 
                    DEM                 
                    6913                 
                    65.01                 

                    Blank                 

                    349                 
                    3.28                 

                    Void                 

                    20                 
                    0.19                 

                    Write-in                 

                    13                 
                    0.12",Leecia R. Eve,DEM,282,2.65,27218,Tompkins
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 27218     
   Results for Tompkins county 39 of 39 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1641                 
                    15.43                 

                    Letitia A. James                 
                    DEM                 
                    1416                 
                    13.32                 

                    Leecia R. Eve                 
                    DEM                 
                    282                 
                    2.65                 

                    Zephyr Teachout                 
                    DEM                 
                    6913                 
                    65.01                 

                    Blank                 

                    349                 
                    3.28                 

                    Void                 

                    20                 
                    0.19                 

                    Write-in                 

                    13                 
                    0.12",Zephyr Teachout,DEM,6913,65.01,27218,Tompkins
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 27218     
   Results for Tompkins county 39 of 39 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1641                 
                    15.43                 

                    Letitia A. James                 
                    DEM                 
                    1416                 
                    13.32                 

                    Leecia R. Eve                 
                    DEM                 
                    282                 
                    2.65                 

                    Zephyr Teachout                 
                    DEM                 
                    6913                 
                    65.01                 

                    Blank                 

                    349                 
                    3.28                 

                    Void                 

                    20                 
                    0.19                 

                    Write-in                 

                    13                 
                    0.12",Blank,,349,3.28,27218,Tompkins
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 27218     
   Results for Tompkins county 39 of 39 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1641                 
                    15.43                 

                    Letitia A. James                 
                    DEM                 
                    1416                 
                    13.32                 

                    Leecia R. Eve                 
                    DEM                 
                    282                 
                    2.65                 

                    Zephyr Teachout                 
                    DEM                 
                    6913                 
                    65.01                 

                    Blank                 

                    349                 
                    3.28                 

                    Void                 

                    20                 
                    0.19                 

                    Write-in                 

                    13                 
                    0.12",Void,,20,0.19,27218,Tompkins
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 27218     
   Results for Tompkins county 39 of 39 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1641                 
                    15.43                 

                    Letitia A. James                 
                    DEM                 
                    1416                 
                    13.32                 

                    Leecia R. Eve                 
                    DEM                 
                    282                 
                    2.65                 

                    Zephyr Teachout                 
                    DEM                 
                    6913                 
                    65.01                 

                    Blank                 

                    349                 
                    3.28                 

                    Void                 

                    20                 
                    0.19                 

                    Write-in                 

                    13                 
                    0.12",Write-in,,13,0.12,27218,Tompkins
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 43203     
   Results for Ulster county 80 of 80 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    3879                 
                    23.55                 

                    Letitia A. James                 
                    DEM                 
                    2147                 
                    13.03                 

                    Leecia R. Eve                 
                    DEM                 
                    269                 
                    1.63                 

                    Zephyr Teachout                 
                    DEM                 
                    9835                 
                    59.70                 

                    Blank                 

                    304                 
                    1.85                 

                    Void                 

                    33                 
                    0.20                 

                    Write-in                 

                    7                 
                    0.04",Sean Patrick Maloney,DEM,3879,23.55,43203,Ulster
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 43203     
   Results for Ulster county 80 of 80 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    3879                 
                    23.55                 

                    Letitia A. James                 
                    DEM                 
                    2147                 
                    13.03                 

                    Leecia R. Eve                 
                    DEM                 
                    269                 
                    1.63                 

                    Zephyr Teachout                 
                    DEM                 
                    9835                 
                    59.70                 

                    Blank                 

                    304                 
                    1.85                 

                    Void                 

                    33                 
                    0.20                 

                    Write-in                 

                    7                 
                    0.04",Letitia A. James,DEM,2147,13.03,43203,Ulster
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 43203     
   Results for Ulster county 80 of 80 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    3879                 
                    23.55                 

                    Letitia A. James                 
                    DEM                 
                    2147                 
                    13.03                 

                    Leecia R. Eve                 
                    DEM                 
                    269                 
                    1.63                 

                    Zephyr Teachout                 
                    DEM                 
                    9835                 
                    59.70                 

                    Blank                 

                    304                 
                    1.85                 

                    Void                 

                    33                 
                    0.20                 

                    Write-in                 

                    7                 
                    0.04",Leecia R. Eve,DEM,269,1.63,43203,Ulster
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 43203     
   Results for Ulster county 80 of 80 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    3879                 
                    23.55                 

                    Letitia A. James                 
                    DEM                 
                    2147                 
                    13.03                 

                    Leecia R. Eve                 
                    DEM                 
                    269                 
                    1.63                 

                    Zephyr Teachout                 
                    DEM                 
                    9835                 
                    59.70                 

                    Blank                 

                    304                 
                    1.85                 

                    Void                 

                    33                 
                    0.20                 

                    Write-in                 

                    7                 
                    0.04",Zephyr Teachout,DEM,9835,59.70,43203,Ulster
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 43203     
   Results for Ulster county 80 of 80 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    3879                 
                    23.55                 

                    Letitia A. James                 
                    DEM                 
                    2147                 
                    13.03                 

                    Leecia R. Eve                 
                    DEM                 
                    269                 
                    1.63                 

                    Zephyr Teachout                 
                    DEM                 
                    9835                 
                    59.70                 

                    Blank                 

                    304                 
                    1.85                 

                    Void                 

                    33                 
                    0.20                 

                    Write-in                 

                    7                 
                    0.04",Blank,,304,1.85,43203,Ulster
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 43203     
   Results for Ulster county 80 of 80 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    3879                 
                    23.55                 

                    Letitia A. James                 
                    DEM                 
                    2147                 
                    13.03                 

                    Leecia R. Eve                 
                    DEM                 
                    269                 
                    1.63                 

                    Zephyr Teachout                 
                    DEM                 
                    9835                 
                    59.70                 

                    Blank                 

                    304                 
                    1.85                 

                    Void                 

                    33                 
                    0.20                 

                    Write-in                 

                    7                 
                    0.04",Void,,33,0.20,43203,Ulster
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 43203     
   Results for Ulster county 80 of 80 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    3879                 
                    23.55                 

                    Letitia A. James                 
                    DEM                 
                    2147                 
                    13.03                 

                    Leecia R. Eve                 
                    DEM                 
                    269                 
                    1.63                 

                    Zephyr Teachout                 
                    DEM                 
                    9835                 
                    59.70                 

                    Blank                 

                    304                 
                    1.85                 

                    Void                 

                    33                 
                    0.20                 

                    Write-in                 

                    7                 
                    0.04",Write-in,,7,0.04,43203,Ulster
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 10692     
   Results for Warren county 23 of 23 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    958                 
                    40.22                 

                    Letitia A. James                 
                    DEM                 
                    254                 
                    10.66                 

                    Leecia R. Eve                 
                    DEM                 
                    60                 
                    2.52                 

                    Zephyr Teachout                 
                    DEM                 
                    1074                 
                    45.09                 

                    Blank                 

                    31                 
                    1.30                 

                    Void                 

                    3                 
                    0.13                 

                    Write-in                 

                    2                 
                    0.08",Sean Patrick Maloney,DEM,958,40.22,10692,Warren
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 10692     
   Results for Warren county 23 of 23 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    958                 
                    40.22                 

                    Letitia A. James                 
                    DEM                 
                    254                 
                    10.66                 

                    Leecia R. Eve                 
                    DEM                 
                    60                 
                    2.52                 

                    Zephyr Teachout                 
                    DEM                 
                    1074                 
                    45.09                 

                    Blank                 

                    31                 
                    1.30                 

                    Void                 

                    3                 
                    0.13                 

                    Write-in                 

                    2                 
                    0.08",Letitia A. James,DEM,254,10.66,10692,Warren
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 10692     
   Results for Warren county 23 of 23 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    958                 
                    40.22                 

                    Letitia A. James                 
                    DEM                 
                    254                 
                    10.66                 

                    Leecia R. Eve                 
                    DEM                 
                    60                 
                    2.52                 

                    Zephyr Teachout                 
                    DEM                 
                    1074                 
                    45.09                 

                    Blank                 

                    31                 
                    1.30                 

                    Void                 

                    3                 
                    0.13                 

                    Write-in                 

                    2                 
                    0.08",Leecia R. Eve,DEM,60,2.52,10692,Warren
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 10692     
   Results for Warren county 23 of 23 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    958                 
                    40.22                 

                    Letitia A. James                 
                    DEM                 
                    254                 
                    10.66                 

                    Leecia R. Eve                 
                    DEM                 
                    60                 
                    2.52                 

                    Zephyr Teachout                 
                    DEM                 
                    1074                 
                    45.09                 

                    Blank                 

                    31                 
                    1.30                 

                    Void                 

                    3                 
                    0.13                 

                    Write-in                 

                    2                 
                    0.08",Zephyr Teachout,DEM,1074,45.09,10692,Warren
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 10692     
   Results for Warren county 23 of 23 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    958                 
                    40.22                 

                    Letitia A. James                 
                    DEM                 
                    254                 
                    10.66                 

                    Leecia R. Eve                 
                    DEM                 
                    60                 
                    2.52                 

                    Zephyr Teachout                 
                    DEM                 
                    1074                 
                    45.09                 

                    Blank                 

                    31                 
                    1.30                 

                    Void                 

                    3                 
                    0.13                 

                    Write-in                 

                    2                 
                    0.08",Blank,,31,1.30,10692,Warren
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 10692     
   Results for Warren county 23 of 23 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    958                 
                    40.22                 

                    Letitia A. James                 
                    DEM                 
                    254                 
                    10.66                 

                    Leecia R. Eve                 
                    DEM                 
                    60                 
                    2.52                 

                    Zephyr Teachout                 
                    DEM                 
                    1074                 
                    45.09                 

                    Blank                 

                    31                 
                    1.30                 

                    Void                 

                    3                 
                    0.13                 

                    Write-in                 

                    2                 
                    0.08",Void,,3,0.13,10692,Warren
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 10692     
   Results for Warren county 23 of 23 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    958                 
                    40.22                 

                    Letitia A. James                 
                    DEM                 
                    254                 
                    10.66                 

                    Leecia R. Eve                 
                    DEM                 
                    60                 
                    2.52                 

                    Zephyr Teachout                 
                    DEM                 
                    1074                 
                    45.09                 

                    Blank                 

                    31                 
                    1.30                 

                    Void                 

                    3                 
                    0.13                 

                    Write-in                 

                    2                 
                    0.08",Write-in,,2,0.08,10692,Warren
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8838      
  Results for Washington county 100 of 100 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    705                 
                    35.00                 

                    Letitia A. James                 
                    DEM                 
                    179                 
                    8.89                 

                    Leecia R. Eve                 
                    DEM                 
                    55                 
                    2.73                 

                    Zephyr Teachout                 
                    DEM                 
                    1013                 
                    50.30                 

                    Blank                 

                    54                 
                    2.68                 

                    Void                 

                    5                 
                    0.25                 

                    Write-in                 

                    3                 
                    0.15",Sean Patrick Maloney,DEM,705,35.00,8838,Washington
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8838      
  Results for Washington county 100 of 100 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    705                 
                    35.00                 

                    Letitia A. James                 
                    DEM                 
                    179                 
                    8.89                 

                    Leecia R. Eve                 
                    DEM                 
                    55                 
                    2.73                 

                    Zephyr Teachout                 
                    DEM                 
                    1013                 
                    50.30                 

                    Blank                 

                    54                 
                    2.68                 

                    Void                 

                    5                 
                    0.25                 

                    Write-in                 

                    3                 
                    0.15",Letitia A. James,DEM,179,8.89,8838,Washington
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8838      
  Results for Washington county 100 of 100 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    705                 
                    35.00                 

                    Letitia A. James                 
                    DEM                 
                    179                 
                    8.89                 

                    Leecia R. Eve                 
                    DEM                 
                    55                 
                    2.73                 

                    Zephyr Teachout                 
                    DEM                 
                    1013                 
                    50.30                 

                    Blank                 

                    54                 
                    2.68                 

                    Void                 

                    5                 
                    0.25                 

                    Write-in                 

                    3                 
                    0.15",Leecia R. Eve,DEM,55,2.73,8838,Washington
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8838      
  Results for Washington county 100 of 100 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    705                 
                    35.00                 

                    Letitia A. James                 
                    DEM                 
                    179                 
                    8.89                 

                    Leecia R. Eve                 
                    DEM                 
                    55                 
                    2.73                 

                    Zephyr Teachout                 
                    DEM                 
                    1013                 
                    50.30                 

                    Blank                 

                    54                 
                    2.68                 

                    Void                 

                    5                 
                    0.25                 

                    Write-in                 

                    3                 
                    0.15",Zephyr Teachout,DEM,1013,50.30,8838,Washington
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8838      
  Results for Washington county 100 of 100 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    705                 
                    35.00                 

                    Letitia A. James                 
                    DEM                 
                    179                 
                    8.89                 

                    Leecia R. Eve                 
                    DEM                 
                    55                 
                    2.73                 

                    Zephyr Teachout                 
                    DEM                 
                    1013                 
                    50.30                 

                    Blank                 

                    54                 
                    2.68                 

                    Void                 

                    5                 
                    0.25                 

                    Write-in                 

                    3                 
                    0.15",Blank,,54,2.68,8838,Washington
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8838      
  Results for Washington county 100 of 100 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    705                 
                    35.00                 

                    Letitia A. James                 
                    DEM                 
                    179                 
                    8.89                 

                    Leecia R. Eve                 
                    DEM                 
                    55                 
                    2.73                 

                    Zephyr Teachout                 
                    DEM                 
                    1013                 
                    50.30                 

                    Blank                 

                    54                 
                    2.68                 

                    Void                 

                    5                 
                    0.25                 

                    Write-in                 

                    3                 
                    0.15",Void,,5,0.25,8838,Washington
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 8838      
  Results for Washington county 100 of 100 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    705                 
                    35.00                 

                    Letitia A. James                 
                    DEM                 
                    179                 
                    8.89                 

                    Leecia R. Eve                 
                    DEM                 
                    55                 
                    2.73                 

                    Zephyr Teachout                 
                    DEM                 
                    1013                 
                    50.30                 

                    Blank                 

                    54                 
                    2.68                 

                    Void                 

                    5                 
                    0.25                 

                    Write-in                 

                    3                 
                    0.15",Write-in,,3,0.15,8838,Washington
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 13168     
   Results for Wayne county 27 of 27 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1182                 
                    52.35                 

                    Letitia A. James                 
                    DEM                 
                    323                 
                    14.30                 

                    Leecia R. Eve                 
                    DEM                 
                    66                 
                    2.92                 

                    Zephyr Teachout                 
                    DEM                 
                    622                 
                    27.55                 

                    Blank                 

                    52                 
                    2.30                 

                    Void                 

                    5                 
                    0.22                 

                    Write-in                 

                    8                 
                    0.35",Sean Patrick Maloney,DEM,1182,52.35,13168,Wayne
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 13168     
   Results for Wayne county 27 of 27 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1182                 
                    52.35                 

                    Letitia A. James                 
                    DEM                 
                    323                 
                    14.30                 

                    Leecia R. Eve                 
                    DEM                 
                    66                 
                    2.92                 

                    Zephyr Teachout                 
                    DEM                 
                    622                 
                    27.55                 

                    Blank                 

                    52                 
                    2.30                 

                    Void                 

                    5                 
                    0.22                 

                    Write-in                 

                    8                 
                    0.35",Letitia A. James,DEM,323,14.30,13168,Wayne
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 13168     
   Results for Wayne county 27 of 27 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1182                 
                    52.35                 

                    Letitia A. James                 
                    DEM                 
                    323                 
                    14.30                 

                    Leecia R. Eve                 
                    DEM                 
                    66                 
                    2.92                 

                    Zephyr Teachout                 
                    DEM                 
                    622                 
                    27.55                 

                    Blank                 

                    52                 
                    2.30                 

                    Void                 

                    5                 
                    0.22                 

                    Write-in                 

                    8                 
                    0.35",Leecia R. Eve,DEM,66,2.92,13168,Wayne
Attorney General DEM Primary,"Vote for  1                Active Registered Voters 13168     
   Results for Wayne county 27 of 27 precincts reporting","Candidate Name
Party
Total Votes
Votes Percentage

                    Sean Patrick Maloney                 
    
                    DEM                 
                    1182                 
                    52.35                 

                    Letitia A. James                 
                    DEM                 
                    323                 
                    14.30                 

                    Leecia R. Eve                 
                    DEM                 
                    66                 
                    2.92                 

                    Zephyr Teachout                 
                    DEM                 
                    622                 
                    27.55                 

                    Blank                 

                    52                 
                    2.30                 

                    Void                 

                    5                 
                    0.22                 

                    Write-in                 

                    8                 
                    0.35",Zephyr Teachout,DEM,622,27.55,13168,Wayne
